status,esu_dps,x_min,y_min,x_max,y_max,species,subdomain,altspname,species2,species3,area,v_count_evergreen_forest,v_count_open_water,v_count_shrubland,v_count_grass_pasture,v_count_woody_wetlands,v_count_barren,v_count_deciduous_forest,v_count_developed_open_space,v_count_developed_low_intensity,v_count_mixed_forest,v_count_herbaceous_wetlands,v_count_christmas_trees,v_count_developed_med_intensity,v_count_background,v_count_alfalfa,v_count_fallow_idle_cropland,v_pct_evergreen_forest,v_pct_open_water,v_pct_shrubland,v_pct_grass_pasture,v_pct_woody_wetlands,v_pct_barren,v_pct_deciduous_forest,v_pct_developed_open_space,v_pct_developed_low_intensity,v_pct_mixed_forest,v_pct_herbaceous_wetlands,v_pct_christmas_trees,v_pct_developed_med_intensity,v_pct_background,v_pct_alfalfa,v_pct_fallow_idle_cropland,v_count_perennial_ice_snow,v_count_other_crops,v_count_rye,v_count_corn,v_count_potatoes,v_count_barley,v_pct_perennial_ice_snow,v_pct_other_crops,v_pct_rye,v_pct_corn,v_pct_potatoes,v_pct_barley,v_count_other_hay_non_alfalfa,v_count_developed_high_intensity,v_count_blueberries,v_count_apples,v_count_aquaculture,v_count_caneberries,v_count_sod_grass_seed,v_count_greens,v_count_pumpkins,v_count_grapes,v_count_dry_beans,v_count_other_tree_crops,v_count_winter_wheat,v_count_oats,v_count_broccoli,v_count_cucumbers,v_count_sweet_corn,v_count_pears,v_count_strawberries,v_count_peas,v_count_sugarbeets,v_count_cabbage,v_count_squash,v_count_cherries,v_count_spring_wheat,v_pct_other_hay_non_alfalfa,v_pct_developed_high_intensity,v_pct_blueberries,v_pct_apples,v_pct_aquaculture,v_pct_caneberries,v_pct_sod_grass_seed,v_pct_greens,v_pct_pumpkins,v_pct_grapes,v_pct_dry_beans,v_pct_other_tree_crops,v_pct_winter_wheat,v_pct_oats,v_pct_broccoli,v_pct_cucumbers,v_pct_sweet_corn,v_pct_pears,v_pct_strawberries,v_pct_peas,v_pct_sugarbeets,v_pct_cabbage,v_pct_squash,v_pct_cherries,v_pct_spring_wheat,v_count_triticale,v_count_clover_wildflowers,v_count_carrots,v_count_misc_vegs_fruits,v_pct_triticale,v_pct_clover_wildflowers,v_pct_carrots,v_pct_misc_vegs_fruits,v_count_garlic,v_count_herbs,v_count_flaxseed,v_count_safflower,v_count_onions,v_count_radishes,v_pct_garlic,v_pct_herbs,v_pct_flaxseed,v_pct_safflower,v_pct_onions,v_pct_radishes,v_count_walnuts,v_count_olives,v_count_almonds,v_count_tomatoes,v_count_citrus,v_count_oranges,v_count_dbl_crop_win_wht_corn,v_count_pistachios,v_count_cantaloupes,v_count_rice,v_count_dbl_crop_oats_corn,v_count_pecans,v_count_sunflower,v_count_asparagus,v_count_sorghum,v_count_watermelons,v_pct_walnuts,v_pct_olives,v_pct_almonds,v_pct_tomatoes,v_pct_citrus,v_pct_oranges,v_pct_dbl_crop_win_wht_corn,v_pct_pistachios,v_pct_cantaloupes,v_pct_rice,v_pct_dbl_crop_oats_corn,v_pct_pecans,v_pct_sunflower,v_pct_asparagus,v_pct_sorghum,v_pct_watermelons,v_count_pomegranates,v_count_plums,v_pct_pomegranates,v_pct_plums,v_count_cotton,v_count_honeydew_melons,v_count_vetch,v_count_peaches,v_count_peppers,v_count_pop_or_orn_corn,v_count_canola,v_count_dbl_crop_win_wht_sorghum,v_count_dbl_crop_barley_corn,v_count_mint,v_pct_cotton,v_pct_honeydew_melons,v_pct_vetch,v_pct_peaches,v_pct_peppers,v_pct_pop_or_orn_corn,v_pct_canola,v_pct_dbl_crop_win_wht_sorghum,v_pct_dbl_crop_barley_corn,v_pct_mint,v_count_lentils,v_count_rape_seed,v_count_buckwheat,v_count_millet,v_count_soybeans,v_count_hops,v_count_mustard,v_count_lettuce,v_pct_lentils,v_pct_rape_seed,v_pct_buckwheat,v_pct_millet,v_pct_soybeans,v_pct_hops,v_pct_mustard,v_pct_lettuce,v_count_apricots,v_pct_apricots,v_count_cauliflower,v_count_turnips,v_pct_cauliflower,v_pct_turnips,v_count_sweet_potatoes,v_pct_sweet_potatoes,v_count_durum_wheat,v_count_chick_peas,v_pct_durum_wheat,v_pct_chick_peas,v_count_nectarines,v_pct_nectarines,v_count_dbl_crop_win_wht_cotton,v_pct_dbl_crop_win_wht_cotton,v_count_gourds,v_pct_gourds,domain
Threatened,Lower Columbia River Chinook Salmon,-124.0914,44.8004,-121.353,46.8744,Chinook,Lower Columbia River,Chinook,Chinook,Salmon,19318.8598970884,11417721,477259,3443766,1047554,331232,221540,526691,907083,658024,944177,247480,27369,363549,464821,20197,17748,0.5319129478825313,0.022233880263273994,0.1604333933959004,0.04880199263987421,0.015430976948291748,0.010320798211297682,0.024536749709788697,0.04225792454589932,0.030655109335519303,0.043986008363042395,0.011529254948686243,0.0012750290071544925,0.0169365165158394,0.021654435972617136,9.409098197778247e-4,8.268192049025515e-4,29795,237,3,30590,183,2076,0.0013880481299341628,1.104102724599418e-5,1.3975983855688835e-7,0.0014250844871517383,8.52535015197019e-6,9.671380828136674e-5,14834,147675,2451,1836,393,8193,18168,257,1099,2181,1507,2240,956,1712,571,NA,8,55211,791,1376,118,24,266,13637,1030,6.910658150509607e-4,0.00687967805296283,1.1418378810097779e-4,8.553302119681567e-5,1.8308538850952375e-5,3.816841190988621e-4,8.463855823005159e-4,1.1972759503040102e-5,5.119868752467344e-5,1.0160540263085784e-4,7.020602556841025e-5,1.043540127891433e-4,4.453680188679509e-5,7.975628120313096e-5,2.6600955938661084e-5,NA,3.7269290281836896e-7,0.002572093482188121,3.685001076616623e-5,6.410317928475946e-5,5.497220316570942e-6,1.1180787084551068e-6,1.2392039018710767e-5,6.353016394667622e-4,4.7984211237865e-5,43,8170,NA,6,2.003224352648733e-6,3.8061262700325927e-4,NA,2.795196771137767e-7,42,73,NA,NA,126,226,1.956637739796437e-6,3.4008227382176165e-6,NA,NA,5.869913219389311e-6,1.0528574504618923e-5,332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.546675546696231e-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,5.590393542275534e-7,NA,NA,13,NA,NA,NA,NA,NA,NA,550,NA,NA,6.056259670798495e-7,NA,NA,NA,NA,NA,NA,2.5622637068762865e-5,NA,NA,20,NA,NA,125,NA,NA,NA,NA,9.317322570459223e-7,NA,NA,5.823326606537015e-6,NA,NA,NA,NA,25,2,1.164665321307403e-6,9.317322570459224e-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Willamette/Lower Columbia
Threatened,California Coastal Chinook Salmon,-124.4097,38.2988,-122.5295,41.5463,Chinook,North-Central California Coast,Chinook,Chinook,Salmon,20218.8022256382,12483602,95507,5100085,1820746,70779,76758,296091,875772,151141,932641,35831,NA,132393,85432,2076,285,0.5556810719840921,0.0042512915857125765,0.22701946922130237,0.08104664736113407,0.00315057710058059,0.00341671960731806,0.013179863014284005,0.03898313353578978,0.006727721125741407,0.04151453648204386,0.0015949409866048282,NA,0.0058931936602264244,0.0038028243244013194,9.240873791386295e-5,1.2686170667365579e-5,10,NA,NA,5508,NA,NA,4.4512879534616065e-7,NA,NA,2.451769404766653e-4,NA,NA,71397,19737,NA,NA,NA,NA,3,NA,NA,207092,NA,14,186,2018,NA,NA,NA,NA,2,NA,NA,NA,NA,6,NA,0.0031780860601329833,8.785507033747173e-4,NA,NA,NA,NA,1.335386386038482e-7,NA,NA,0.00921826124858271,NA,6.231803134846249e-7,8.279395593438588e-6,8.982699090085521e-5,NA,NA,NA,NA,8.902575906923212e-8,NA,NA,NA,NA,2.670772772076964e-7,NA,NA,32,4,NA,NA,1.424412145107714e-6,1.7805151813846425e-7,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,2.670772772076964e-7,NA,NA,150,1,16,NA,NA,NA,NA,62,NA,13,NA,3,1,NA,2,NA,6.6769319301924094e-6,4.451287953461606e-8,7.12206072553857e-7,NA,NA,NA,NA,2.759798531146196e-6,NA,5.786674339500088e-7,NA,1.335386386038482e-7,4.451287953461606e-8,NA,8.902575906923212e-8,NA,4,2,1.7805151813846425e-7,8.902575906923212e-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,North-Central California Coast
Threatened,Central Valley Spring-run Chinook Salmon,-123.069,38.0255,-121.0006,40.8065,Spring-run Chinook,California Central Valley,Stream type Chinook,Chinook,Salmon,23474.3265473036,3752846,239371,4201907,6300396,120416,107544,531887,1160474,560999,155727,204501,NA,681160,NA,579213,1905919,0.14388291552411225,0.009177407591977467,0.1610997706597009,0.2415551678476694,0.0046167109323834495,0.004123202568697231,0.020392377488810755,0.044492202054102044,0.02150852225913652,0.005970523380342127,0.007840502942992192,NA,0.02611545657306596,NA,0.022206841194514142,0.07307232496958321,68,26488,1801,212579,3,18086,2.607098254402028e-6,0.0010155414494500135,6.904976406144195e-5,0.008150210879743068,1.1501904063538359e-7,6.934114563105159e-4,267249,158722,NA,576,155,NA,5973,14,35,133004,38453,5583,296730,48147,NA,13602,NA,28260,7,3456,NA,NA,3617,6411,317,0.010246241196921876,0.006085350722576451,NA,2.2083655801993648e-5,5.942650432828152e-6,NA,2.2900290990504873e-4,5.367555229651234e-7,1.3418888074128085e-6,0.0050993308268895195,0.001474275723184135,2.1405043462244884e-4,0.01137653330924579,0.001845940583157271,NA,5.214963302408291e-4,NA,0.0010834793627853133,2.683777614825617e-7,1.325019348119619e-4,NA,NA,1.386746233260608e-4,2.4579568983781473e-4,1.2153678627138866e-5,38034,161687,174,180,0.001458211397175393,0.0061990278744044214,6.671104356852248e-6,6.901142438123015e-6,33,9,NA,105593,488,NA,1.2652094469892194e-6,3.4505712190615074e-7,NA,0.00404840185260402,1.870976394335573e-5,NA,1116902,35251,507973,128952,2,165,11874,46602,8564,1680455,9670,2661,160839,23,19645,20395,0.042821665507913734,0.001351512067145969,0.019475522376225903,0.004943978442671328,7.667936042358906e-8,6.326047234946097e-6,4.552453628348482e-4,0.0017867057772300485,3.283410213338083e-4,0.06442810731031118,3.707447076480531e-4,1.0202188904358524e-4,0.00616651582558482,8.818126448712742e-7,7.531830177607035e-4,7.819377779195494e-4,385,227603,1.4760776881540894e-5,0.00872622623524507,10600,6408,3873,2955,1589,1195,74,61,26,2,4.06400610245022e-4,2.456806707971793e-4,1.484895814602802e-4,1.1329375502585283e-4,6.0921751856541505e-5,4.581591785309446e-5,2.837136335672795e-6,2.338720492919466e-6,9.968316855066578e-7,7.667936042358906e-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Central Valley
Threatened,Puget Sound Chinook Salmon,-123.7579,46.7315,-120.9068,49.0069,Chinook,Puget Sound,Chinook,Chinook,Salmon,24956.6655278812,13903968,445775,3367664,907814,259132,833567,818090,1474189,1443558,2196562,152041,18065,672742,7501,7009,10561,0.5014122808498006,0.016075774879215764,0.121446488324467,0.03273807076709187,0.009344955854412964,0.030060536007499854,0.029502396210953113,0.053162986918100404,0.052058355522608825,0.07921358582298231,0.005482983317617283,6.514696274870345e-4,0.024260779415160947,2.7050504709550207e-4,2.527622817080888e-4,3.8085639279770663e-4,302923,5761,147,120447,40800,20940,0.010924170161486573,2.0775624267660146e-4,5.301192097458847e-6,0.0043436237045076575,0.001471351276029394,7.551494049033214e-4,242894,254746,104280,3758,4587,59918,11014,14069,3834,364,2508,722,3702,204,3547,357,1527,18,589,580,2605,2263,156,1,436,0.008759372471565776,0.009186785592239805,0.00376060076138101,1.3552299253231527e-4,1.6541883095948115e-4,0.002160794748949246,3.9719271946538596e-4,5.073637525112144e-4,1.3826374490923278e-4,1.312676138418381e-5,9.044482843827747e-5,2.6037147580716238e-5,1.3350349078090237e-4,7.3567563801469706e-6,1.279137984332417e-4,1.28743236652572e-5,5.506748525727659e-5,6.491255629541444e-7,2.1240830921110617e-5,2.0916268139633545e-5,9.394289397197479e-5,8.160950827584605e-5,5.6257548789359185e-6,3.606253127523025e-8,1.572326363600039e-5,315,565,4,184,1.1359697351697528e-5,2.037533017050509e-5,1.44250125100921e-7,6.635505754642366e-6,NA,40,NA,NA,NA,NA,NA,1.44250125100921e-6,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,327,NA,NA,NA,NA,NA,NA,NA,199,NA,1.5506888448349007e-6,NA,NA,NA,NA,NA,1.179244772700029e-5,NA,NA,NA,NA,NA,NA,NA,7.176443723770819e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puget Sound
Threatened,Puget Sound Steelhead,-123.751,46.7315,-120.9068,49.0024,Steelhead,Puget Sound,Steelhead,Steelhead,Trout,25904.9716964961,13640960,438953,3391516,1055256,298532,818145,977795,1696426,1733079,2450226,178210,20936,854537,8848,8511,11758,0.47391954815993537,0.015250276184626895,0.11782937053529893,0.03666211518200044,0.010371715080997365,0.028424312418576868,0.033970934933688246,0.058937893183967,0.060211305993527774,0.08512670653749631,0.00619144126788599,7.273666706944678e-4,0.029688657464426747,3.0740066403824273e-4,2.956924787103847e-4,4.0850101805624527e-4,213379,5760,147,121052,40970,21299,0.007413296371136551,2.0011616465419058e-4,5.107131285445489e-6,0.0042056357575901175,0.0014233957058823244,7.399781581544453e-4,244219,327319,105482,3704,5144,60268,10822,14148,4031,365,2508,722,3742,530,3547,357,1527,18,616,582,2606,2275,156,1,436,0.008484751669389196,0.011371844253202259,0.003664696750009259,1.2868581143734756e-4,1.787148526008952e-4,0.0020938543422532566,3.759821412999393e-4,4.915353294318556e-4,1.400465728682365e-4,1.2680972239371451e-5,8.713391335984549e-5,2.5084005361167638e-5,1.3000602224583007e-4,1.8413466539361286e-5,1.2323125625493298e-4,1.2403033121796187e-5,5.305162906717865e-5,6.253630145443456e-7,2.140131205329538e-5,2.0220070803600507e-5,9.053866755014248e-5,7.90389365604659e-5,5.419812792717661e-6,3.4742389696908086e-8,1.5147681907851926e-5,358,670,4,184,1.2437775511493095e-5,2.3277401096928417e-5,1.3896955878763234e-7,6.392599704231088e-6,NA,40,NA,NA,NA,NA,NA,1.3896955878763235e-6,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,362,NA,NA,NA,NA,NA,NA,NA,199,NA,1.563407536360864e-6,NA,NA,NA,NA,NA,1.2576745070280728e-5,NA,NA,NA,NA,NA,NA,NA,6.91373554968471e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puget Sound
Not Warranted,Puget Sound\Strait of Georgia Chum Salmon,-123.751,46.7315,-120.9068,49.0025,Chum,Puget Sound,Chum,Chum,Salmon,27711.4841604104,14587887,453750,3531358,1202499,318785,905220,1043644,1792653,1851075,2609184,202204,21334,888598,31068,15620,14698,0.4737782123990031,0.014736669119801081,0.11468970664366393,0.03905417053419654,0.010353342292795125,0.02939928952204151,0.033894956048188825,0.05822090161458682,0.06011830256955546,0.08473979345604202,0.006567081967383488,6.928751493153417e-4,0.028859448389018185,0.0010090112092870083,5.072986703058797e-4,4.7735440820459793e-4,220755,5891,219,145144,41319,23433,0.00716957221276405,1.9132499787272324e-4,7.112574186746968e-6,0.004713915377905032,0.00134193814074063,7.610454379819256e-4,277826,340374,126451,3892,5671,75987,12106,14386,4107,555,2508,803,3873,1029,3553,357,1527,18,621,762,2610,2300,156,22,436,0.009023096054827229,0.011054499206574487,0.00410681332643078,1.2640245997634338e-4,1.8417994617827424e-4,0.002467868377754986,3.9317270824090777e-4,4.6722142580156114e-4,1.333851241322822e-4,1.802501677463273e-5,8.145358931671871e-5,2.6079438684738884e-5,1.257853873300046e-4,3.341935542540014e-5,1.153925848653515e-4,1.159447024962862e-5,4.9593154261016536e-5,5.845951386367371e-7,2.0168532282967432e-5,2.4747860868955205e-5,8.476629510232689e-5,7.469826771469419e-5,5.066491201518389e-6,7.145051694449009e-7,1.4160193358089854e-5,759,672,8,185,2.4650428345849082e-5,2.182488517577152e-5,2.598200616163276e-7,6.008338924877576e-6,NA,40,NA,NA,NA,NA,NA,1.2991003080816381e-6,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,364,NA,NA,NA,NA,NA,NA,NA,199,NA,1.4614878465918427e-6,NA,NA,NA,NA,NA,1.1821812803542907e-5,NA,NA,NA,NA,NA,NA,NA,6.463024032706149e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puget Sound
Species of Concern,Puget Sound\Strait of Georgia Coho Salmon,-123.751,46.7315,-120.9068,49.0025,Coho,Puget Sound,Coho,Coho,Salmon,27753.4519088296,14610606,453843,3539866,1205830,319651,906109,1045832,1795050,1852215,2612668,202707,21338,888805,31206,15627,14716,0.4737986435392906,0.01471740445124605,0.11479220705225056,0.03910314317824892,0.01036577197454902,0.029383669308360175,0.03391466329117241,0.0582106077657014,0.060064377517477854,0.08472465511824158,0.006573464621242881,6.919572984064714e-4,0.028822528194308927,0.0010119607954856289,5.067586794543973e-4,4.7721640281889747e-4,220756,5891,219,145147,41319,23439,0.00715876489675785,1.910357317889457e-4,7.101820618193703e-6,0.004706885649629961,0.0013399092517038613,7.60089376574622e-4,277826,340465,126451,3892,5693,75993,12106,14387,4107,555,2508,803,3873,1030,3553,357,1527,18,621,762,2610,2300,156,22,436,0.00900945395009262,0.011040736788919266,0.004100604196306904,1.2621135089502234e-4,1.84614907668387e-4,0.002464331754513215,3.9257826668426016e-4,4.6654745768928224e-4,1.331834578946189e-4,1.7997764580353904e-5,8.133043886041008e-5,2.6040008933376914e-5,1.255952112066859e-4,3.340125678876491e-5,1.1521812171891428e-4,1.1576940459795215e-5,4.951817389946021e-5,5.837112836871538e-7,2.01380392872068e-5,2.4710444342756175e-5,8.46381361346373e-5,7.458533069335853e-5,5.058831125288665e-6,7.13424902284299e-7,1.4138784427088834e-5,759,672,8,185,2.4613159128808315e-5,2.1791887924320406e-5,2.5942723719429054e-7,5.9992548601179684e-6,NA,40,NA,NA,NA,NA,NA,1.2971361859714527e-6,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,364,NA,NA,NA,NA,NA,NA,NA,199,NA,1.4592782092178842e-6,NA,NA,NA,NA,NA,1.1803939292340219e-5,NA,NA,NA,NA,NA,NA,NA,6.453252525207977e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puget Sound
Not Warranted,Odd Year Pink Salmon,-123.751,46.7315,-120.9068,49.0025,Odd Year Pink Salmon,Puget Sound,Pink,Pink,Salmon,27753.4519925237,14610606,453843,3539866,1205830,319651,906108,1045832,1795050,1852215,2612668,202707,21338,888805,31206,15627,14716,0.4737986589038252,0.014717404928508012,0.11479221077477882,0.03910314444630151,0.01036577231069448,0.029383637832820025,0.03391466439097087,0.05821060965337861,0.06006437946526986,0.08472465786572707,0.006573464834409859,6.919573208455435e-4,0.028822529128977564,0.001011960828301904,5.067586958877734e-4,4.7721641829426455e-4,220756,5891,219,145147,41319,23439,0.007158765128905183,1.910357379839299e-4,7.101820848494424e-6,0.004706885802266758,0.001339909295154982,7.600894012231087e-4,277826,340465,126451,3892,5693,75993,12106,14387,4107,555,2508,803,3873,1030,3553,357,1527,18,621,762,2610,2300,156,22,436,0.009009454242254848,0.011040737146952757,0.004100604329282961,1.2621135498785523e-4,1.8461491365515413e-4,0.002464331834427565,3.9257827941494743e-4,4.665474728186725e-4,1.331834622135461e-4,1.7997765163992717e-5,8.133044149782655e-5,2.6040009777812886e-5,1.2559521527953838e-4,3.3401257871914415e-5,1.1521812545525428e-4,1.1576940835216938e-5,4.951817550525564e-5,5.837113026159801e-7,2.013803994025131e-5,2.471044514407649e-5,8.46381388793171e-5,7.458533311204189e-5,5.058831289338494e-6,7.134249254195312e-7,1.4138784885587072e-5,759,672,8,185,2.4613159926973824e-5,2.179188863099659e-5,2.5942724560710224e-7,5.999255054664239e-6,NA,40,NA,NA,NA,NA,NA,1.2971362280355112e-6,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,364,NA,NA,NA,NA,NA,NA,NA,199,NA,1.45927825653995e-6,NA,NA,NA,NA,NA,1.1803939675123152e-5,NA,NA,NA,NA,NA,NA,NA,6.453252734476668e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puget Sound
Threatened,Oregon Coast Coho Salmon,-124.5476,42.6635,-122.2694,46.2319,Coho,Oregon Coast,Coho,Coho,Salmon,27837.717719943,16776160,164565,5911833,1493458,222381,220667,215659,1278608,188663,3779449,301421,1011,61049,143972,1137,910,0.5423765812457563,0.005320419100241526,0.19113073381726467,0.04828379344701795,0.0071896218511275835,0.007134207891064301,0.0069722982574605,0.041337650320065734,0.0060995122213646094,0.12219033602521032,0.009745000732925597,3.2685830585751425e-5,0.001973726282323975,0.004654643324522061,3.6759435584569104e-5,2.942048054701661e-5,NA,415,7,921,11,22,NA,1.3417032337375708e-5,2.263113888232047e-7,2.9776112729453076e-5,3.5563218243646453e-7,7.112643648729291e-7,136408,23732,138,1,NA,14,2942,1,1,128,189,805,73,76,2,NA,NA,NA,NA,19,2508,1,37,123,18,0.004410097703799387,7.672602685074706e-4,4.461567379657464e-6,3.233019840331496e-8,NA,4.526227776464094e-7,9.51154437025526e-5,3.233019840331496e-8,3.233019840331496e-8,4.138265395624315e-6,6.110407498226527e-6,2.602580971466854e-5,2.360104483441992e-6,2.4570950786519366e-6,6.466039680662992e-8,NA,NA,NA,NA,6.142737696629841e-7,8.108413759551392e-5,3.233019840331496e-8,1.1962173409226534e-6,3.976614403607739e-6,5.819435712596692e-7,13,994,NA,NA,4.2029257924309443e-7,3.213621721289507e-5,NA,NA,13,19,NA,NA,5,8,4.2029257924309443e-7,6.142737696629841e-7,NA,NA,1.616509920165748e-7,2.5864158722651967e-7,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2029257924309443e-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163,NA,5.269822339740338e-6,NA,NA,3,NA,NA,NA,NA,NA,NA,21,NA,NA,9.699059520994487e-8,NA,NA,NA,NA,NA,NA,6.789341664696142e-7,NA,NA,28,NA,NA,18,NA,NA,NA,NA,9.052455552928188e-7,NA,NA,5.819435712596692e-7,NA,NA,NA,NA,1,NA,3.233019840331496e-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oregon Coast
Not Warranted,Upper Columbia River Summer\Fall-run Chinook Salmon,-121.5227,45.9828,-118.9961,49.0002,Summer/fall-run Chinook,Upper Columbia River,Late Chinook,Chinook,Salmon,30903.1531439494,9957144,414745,16712815,1249783,130570,338002,2644,675759,675742,906,72682,NA,268261,NA,460315,456012,0.28998516341215425,0.012078754369664024,0.48673278089099675,0.03639783932870032,0.003802632841980088,0.009843742864784817,7.70020773086877e-5,0.019680350514387854,0.019679855417824223,2.6385734508952743e-5,0.0021167416728252795,NA,0.007812652897468181,NA,0.013405904393475256,0.013280586716221367,13010,2050,758,295813,74687,9000,3.7889448781619776e-4,5.970282090877828e-5,2.207548207261168e-5,0.00861505881048216,0.002175133944006792,2.6210994545317295e-4,290991,45843,5862,839140,NA,220,12708,300,103,394985,26274,1109,299290,3431,NA,NA,5786,74497,NA,10659,75,3,592,144714,54353,0.008474626126373806,0.0013351006921566452,1.707209444718333e-4,0.024438548847508394,NA,6.40713199996645e-6,3.7009924297988023e-4,8.736998181772431e-6,2.9997027090752015e-6,0.011503277422757946,7.651863007596296e-4,3.2297769945285425e-5,0.008716320619408904,9.992213587220404e-5,NA,NA,1.6850757159911762e-4,0.0021696005118250028,NA,3.104255453983745e-4,2.1842495454431077e-6,8.736998181772431e-8,1.7241009745364265e-5,0.004214553182923386,0.0015829402072462565,9204,471,6814,NA,2.680511042167782e-4,1.3717087145382718e-5,1.984463520353245e-4,NA,NA,32282,NA,NA,15118,NA,NA,9.401592510132588e-4,NA,NA,4.402864617067854e-4,NA,6,NA,NA,NA,NA,NA,561,NA,NA,NA,NA,NA,2251,1107,20,19,1.7473996363544863e-7,NA,NA,NA,NA,NA,1.6338186599914447e-005,NA,NA,NA,NA,NA,6.555660969056581e-5,3.2239523290740276e-5,5.824665454514955e-7,5.533432181789207e-7,NA,87,NA,2.5337294727140053e-6,NA,NA,15,18,6,NA,12635,NA,3,8799,NA,NA,4.368499090886216e-7,5.242198909063459e-7,1.7473996363544863e-7,NA,3.6797324008898223e-4,NA,8.736998181772431e-8,2.562561566713854e-4,2,NA,8764,NA,8,214604,34,33,5.8246654545149546e-8,NA,2.552368402168453e-4,NA,2.3298661818059818e-7,0.006249982526003637,9.901931272675424e-7,9.610697999949675e-7,530,1.543536345446463e-5,NA,NA,NA,NA,NA,NA,1697,15,4.9422286381559386e-5,4.368499090886216e-7,NA,NA,NA,NA,NA,NA,Interior Columbia
